Notice	: Detecting System...
Notice	: No virtualized environment detected.
Notice	: Linux Distribution: Ubuntu
Notice	: Detection complete.
Warning : No Minecraft configuration file found (Normal on a first start)
Warning : Unable to detect java version! Java may not be installed or may be outdated.
Error	: McMyAdmin was not shut down properly!
Error	: To avoid potential data loss, please perform /quit on this console.
Error	: Startup will resume in 5 seconds...
Notice	: Starting McMyAdmin Personal v2.7.1.4
Notice	: Checking for updates...
Notice	: Checking for Minecraft Server updates...
Notice	: Starting webserver...
Notice	: McMyAdmin has started and is ready for use.
Notice	: Server jar hash is 8279650c-22f8-dd3b-64d8-e31fb48b98a4
Warning : No Minecraft configuration file found (Normal on a first start)
Notice	: Starting Minecraft Server...
Console	: [13:41:41] [main/ERROR]: Failed to load properties from file: server.properties
Console	: [13:41:41] [main/WARN]: Failed to load eula.txt
Console	: [13:41:41] [main/INFO]: You need to agree to the EULA in order to run the server. Go to eula.txt for more info.
Notice	: Minecraft server has stopped running.
Warning : Server was not yet ready, automatically restarting (Attempt: 1 of 5)
Notice	: Server jar hash is 8279650c-22f8-dd3b-64d8-e31fb48b98a4
Notice	: Starting Minecraft Server...
Console	: [13:41:49] [main/INFO]: You need to agree to the EULA in order to run the server. Go to eula.txt for more info.
Notice	: Minecraft server has stopped running.
Warning : Server was not yet ready, automatically restarting (Attempt: 2 of 5)
Notice	: Server jar hash is 8279650c-22f8-dd3b-64d8-e31fb48b98a4
Notice	: Starting Minecraft Server...
Console	: [13:41:57] [main/INFO]: You need to agree to the EULA in order to run the server. Go to eula.txt for more info.
Notice	: Minecraft server has stopped running.
Warning : Server was not yet ready, automatically restarting (Attempt: 3 of 5)
Notice	: Server jar hash is 8279650c-22f8-dd3b-64d8-e31fb48b98a4
Notice	: Starting Minecraft Server...
Console	: [13:42:06] [main/INFO]: You need to agree to the EULA in order to run the server. Go to eula.txt for more info.
Notice	: Minecraft server has stopped running.
Warning : Server was not yet ready, automatically restarting (Attempt: 4 of 5)
Notice	: Server jar hash is 8279650c-22f8-dd3b-64d8-e31fb48b98a4
Notice	: Starting Minecraft Server...
Console	: [13:42:14] [main/INFO]: You need to agree to the EULA in order to run the server. Go to eula.txt for more info.
Notice	: Minecraft server has stopped running.
Warning : Server was not yet ready, automatically restarting (Attempt: 5 of 5)
Notice	: Server jar hash is 8279650c-22f8-dd3b-64d8-e31fb48b98a4
Notice	: Starting Minecraft Server...
Console	: [13:42:22] [main/INFO]: You need to agree to the EULA in order to run the server. Go to eula.txt for more info.
Notice	: Minecraft server has stopped running.
Error	: Server failed to start 5 times. Not automatically restarting.
Notice	: Starting Minecraft Server...
Console	: Error: Unable to access jarfile spigot.jar
Notice	: Minecraft server has stopped running.
Warning : Known failure. Not attempting to restart server.
Warning : Failure Reason: The server failed to start multiple times, but the reason why is not known. You may have a corrupt server jar. 
Notice	: Starting Minecraft Server...
Console	: Error: Unable to access jarfile spigot.jar
Notice	: Minecraft server has stopped running.
Warning : Known failure. Not attempting to restart server.
Warning : Failure Reason: The server failed to start multiple times, but the reason why is not known. You may have a corrupt server jar. 
Notice	: Server jar hash is e7f9da69-1ce9-1b1e-f29c-4279f5913be7
Notice	: Starting Minecraft Server...
Console	: Loading libraries, please wait...
Console	: 2021-11-07 13:45:37,979 main ERROR Cannot access RandomAccessFile java.io.FileNotFoundException: logs/latest.log (Permission denied) java.io.FileNotFoundException: logs/latest.log (Permission denied)
Console	: 2021-11-07 13:45:37,986 main ERROR Could not create plugin of type class org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender for element RollingRandomAccessFile: java.lang.IllegalStateException: ManagerFactory [org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$RollingRandomAccessFileManagerFactory@4218d6a3] unable to create manager for [logs/latest.log] with data [org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$FactoryData@76505305] java.lang.IllegalStateException: ManagerFactory [org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$RollingRandomAccessFileManagerFactory@4218d6a3] unable to create manager for [logs/latest.log] with data [org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$FactoryData@76505305]
Console	: 	at org.apache.logging.log4j.core.appender.AbstractManager.getManager(AbstractManager.java:115)
Console	: 	at org.apache.logging.log4j.core.appender.OutputStreamManager.getManager(OutputStreamManager.java:100)
Console	: 	at org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager.getRollingRandomAccessFileManager(RollingRandomAccessFileManager.java:109)
Console	: 	at org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender$Builder.build(RollingRandomAccessFileAppender.java:132)
Console	: 	at org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender$Builder.build(RollingRandomAccessFileAppender.java:53)
Console	: 	at org.apache.logging.log4j.core.config.plugins.util.PluginBuilder.build(PluginBuilder.java:122)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createPluginObject(AbstractConfiguration.java:1000)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:940)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:932)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.doConfigure(AbstractConfiguration.java:551)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.initialize(AbstractConfiguration.java:241)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.start(AbstractConfiguration.java:287)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.setConfiguration(LoggerContext.java:627)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:700)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:717)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.start(LoggerContext.java:272)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:155)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:47)
Console	: 	at org.apache.logging.log4j.LogManager.getContext(LogManager.java:196)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:599)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:585)
Console	: 	at net.minecraft.server.Main.<clinit>(Main.java:69)
Console	: 	at org.bukkit.craftbukkit.Main.main(Main.java:206)
Console	: 2021-11-07 13:45:37,989 main ERROR Unable to invoke factory method in class org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender for element RollingRandomAccessFile: java.lang.IllegalStateException: No factory method found for class org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender java.lang.IllegalStateException: No factory method found for class org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender
Console	: 	at org.apache.logging.log4j.core.config.plugins.util.PluginBuilder.findFactoryMethod(PluginBuilder.java:234)
Console	: 	at org.apache.logging.log4j.core.config.plugins.util.PluginBuilder.build(PluginBuilder.java:134)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createPluginObject(AbstractConfiguration.java:1000)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:940)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:932)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.doConfigure(AbstractConfiguration.java:551)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.initialize(AbstractConfiguration.java:241)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.start(AbstractConfiguration.java:287)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.setConfiguration(LoggerContext.java:627)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:700)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:717)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.start(LoggerContext.java:272)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:155)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:47)
Console	: 	at org.apache.logging.log4j.LogManager.getContext(LogManager.java:196)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:599)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:585)
Console	: 	at net.minecraft.server.Main.<clinit>(Main.java:69)
Console	: 	at org.bukkit.craftbukkit.Main.main(Main.java:206)
Console	: 2021-11-07 13:45:37,991 main ERROR Null object returned for RollingRandomAccessFile in Appenders.
Console	: 2021-11-07 13:45:38,003 main ERROR Unable to locate appender "File" for logger config "root"
Console	: [13:45:43] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
Console	: [13:45:43] [main/FATAL]: Failed to start the minecraft server
Console	: java.nio.file.AccessDeniedException: ./world/session.lock
Console	: 	at sun.nio.fs.UnixException.translateToIOException(UnixException.java:90) ~[?:?]
Console	: 	at sun.nio.fs.UnixException.rethrowAsIOException(UnixException.java:106) ~[?:?]
Console	: 	at sun.nio.fs.UnixException.rethrowAsIOException(UnixException.java:111) ~[?:?]
Console	: 	at sun.nio.fs.UnixFileSystemProvider.newFileChannel(UnixFileSystemProvider.java:182) ~[?:?]
Console	: 	at java.nio.channels.FileChannel.open(FileChannel.java:292) ~[?:?]
Console	: 	at java.nio.channels.FileChannel.open(FileChannel.java:345) ~[?:?]
Console	: 	at net.minecraft.util.SessionLock.a(SourceFile:37) ~[spigot.jar:3274-Spigot-3892929-eb19161]
Console	: 	at net.minecraft.world.level.storage.Convertable$ConversionSession.<init>(Convertable.java:341) ~[spigot.jar:3274-Spigot-3892929-eb19161]
Console	: 	at net.minecraft.world.level.storage.Convertable.c(Convertable.java:311) ~[spigot.jar:3274-Spigot-3892929-eb19161]
Console	: 	at net.minecraft.server.Main.main(Main.java:142) [spigot.jar:3274-Spigot-3892929-eb19161]
Console	: 	at org.bukkit.craftbukkit.Main.main(Main.java:206) [spigot.jar:3274-Spigot-3892929-eb19161]
Notice	: Minecraft server has stopped running.
Warning : Known failure. Not attempting to restart server.
Warning : Failure Reason: The server failed to start multiple times, but the reason why is not known. You may have a corrupt server jar. 
Notice	: Server jar hash is e7f9da69-1ce9-1b1e-f29c-4279f5913be7
Notice	: Starting Minecraft Server...
Console	: Loading libraries, please wait...
Console	: 2021-11-07 13:47:04,465 main ERROR Cannot access RandomAccessFile java.io.FileNotFoundException: logs/latest.log (Permission denied) java.io.FileNotFoundException: logs/latest.log (Permission denied)
Console	: 	at java.base/java.io.RandomAccessFile.open0(Native Method)
Console	: 	at java.base/java.io.RandomAccessFile.open(RandomAccessFile.java:343)
Console	: 	at java.base/java.io.RandomAccessFile.<init>(RandomAccessFile.java:258)
Console	: 	at java.base/java.io.RandomAccessFile.<init>(RandomAccessFile.java:213)
Console	: 	at java.base/java.io.RandomAccessFile.<init>(RandomAccessFile.java:127)
Console	: 	at org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$RollingRandomAccessFileManagerFactory.createManager(RollingRandomAccessFileManager.java:223)
Console	: 	at org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$RollingRandomAccessFileManagerFactory.createManager(RollingRandomAccessFileManager.java:195)
Console	: 	at org.apache.logging.log4j.core.appender.AbstractManager.getManager(AbstractManager.java:113)
Console	: 	at org.apache.logging.log4j.core.appender.OutputStreamManager.getManager(OutputStreamManager.java:100)
Console	: 	at org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager.getRollingRandomAccessFileManager(RollingRandomAccessFileManager.java:109)
Console	: 	at org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender$Builder.build(RollingRandomAccessFileAppender.java:132)
Console	: 	at org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender$Builder.build(RollingRandomAccessFileAppender.java:53)
Console	: 	at org.apache.logging.log4j.core.config.plugins.util.PluginBuilder.build(PluginBuilder.java:122)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createPluginObject(AbstractConfiguration.java:1000)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:940)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:932)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.doConfigure(AbstractConfiguration.java:551)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.initialize(AbstractConfiguration.java:241)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.start(AbstractConfiguration.java:287)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.setConfiguration(LoggerContext.java:627)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:700)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:717)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.start(LoggerContext.java:272)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:155)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:47)
Console	: 	at org.apache.logging.log4j.LogManager.getContext(LogManager.java:196)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:599)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:585)
Console	: 	at net.minecraft.server.Main.<clinit>(Main.java:69)
Console	: 	at org.bukkit.craftbukkit.Main.main(Main.java:206)
Console	: 2021-11-07 13:47:04,475 main ERROR Could not create plugin of type class org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender for element RollingRandomAccessFile: java.lang.IllegalStateException: ManagerFactory [org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$RollingRandomAccessFileManagerFactory@4218d6a3] unable to create manager for [logs/latest.log] with data [org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$FactoryData@76505305] java.lang.IllegalStateException: ManagerFactory [org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$RollingRandomAccessFileManagerFactory@4218d6a3] unable to create manager for [logs/latest.log] with data [org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$FactoryData@76505305]
Console	: 	at org.apache.logging.log4j.core.appender.AbstractManager.getManager(AbstractManager.java:115)
Console	: 	at org.apache.logging.log4j.core.appender.OutputStreamManager.getManager(OutputStreamManager.java:100)
Console	: 	at org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager.getRollingRandomAccessFileManager(RollingRandomAccessFileManager.java:109)
Console	: 	at org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender$Builder.build(RollingRandomAccessFileAppender.java:132)
Console	: 	at org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender$Builder.build(RollingRandomAccessFileAppender.java:53)
Console	: 	at org.apache.logging.log4j.core.config.plugins.util.PluginBuilder.build(PluginBuilder.java:122)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createPluginObject(AbstractConfiguration.java:1000)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:940)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:932)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.doConfigure(AbstractConfiguration.java:551)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.initialize(AbstractConfiguration.java:241)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.start(AbstractConfiguration.java:287)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.setConfiguration(LoggerContext.java:627)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:700)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:717)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.start(LoggerContext.java:272)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:155)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:47)
Console	: 	at org.apache.logging.log4j.LogManager.getContext(LogManager.java:196)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:599)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:585)
Console	: 	at net.minecraft.server.Main.<clinit>(Main.java:69)
Console	: 	at org.bukkit.craftbukkit.Main.main(Main.java:206)
Console	: 2021-11-07 13:47:04,479 main ERROR Unable to invoke factory method in class org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender for element RollingRandomAccessFile: java.lang.IllegalStateException: No factory method found for class org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender java.lang.IllegalStateException: No factory method found for class org.apache.logging.log4j.core.appender.RollingRandomAccessFileAppender
Console	: 	at org.apache.logging.log4j.core.config.plugins.util.PluginBuilder.findFactoryMethod(PluginBuilder.java:234)
Console	: 	at org.apache.logging.log4j.core.config.plugins.util.PluginBuilder.build(PluginBuilder.java:134)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createPluginObject(AbstractConfiguration.java:1000)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:940)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.createConfiguration(AbstractConfiguration.java:932)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.doConfigure(AbstractConfiguration.java:551)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.initialize(AbstractConfiguration.java:241)
Console	: 	at org.apache.logging.log4j.core.config.AbstractConfiguration.start(AbstractConfiguration.java:287)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.setConfiguration(LoggerContext.java:627)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:700)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.reconfigure(LoggerContext.java:717)
Console	: 	at org.apache.logging.log4j.core.LoggerContext.start(LoggerContext.java:272)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:155)
Console	: 	at org.apache.logging.log4j.core.impl.Log4jContextFactory.getContext(Log4jContextFactory.java:47)
Console	: 	at org.apache.logging.log4j.LogManager.getContext(LogManager.java:196)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:599)
Console	: 	at org.apache.logging.log4j.LogManager.getLogger(LogManager.java:585)
Console	: 	at net.minecraft.server.Main.<clinit>(Main.java:69)
Console	: 	at org.bukkit.craftbukkit.Main.main(Main.java:206)
Console	: 2021-11-07 13:47:04,481 main ERROR Null object returned for RollingRandomAccessFile in Appenders.
Console	: 2021-11-07 13:47:04,493 main ERROR Unable to locate appender "File" for logger config "root"
Console	: [13:47:11] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
Console	: [13:47:11] [main/FATAL]: Failed to start the minecraft server
Console	: java.nio.file.AccessDeniedException: ./world/session.lock
Console	: 	at sun.nio.fs.UnixException.translateToIOException(UnixException.java:90) ~[?:?]
Console	: 	at sun.nio.fs.UnixException.rethrowAsIOException(UnixException.java:106) ~[?:?]
Console	: 	at sun.nio.fs.UnixException.rethrowAsIOException(UnixException.java:111) ~[?:?]
Console	: 	at sun.nio.fs.UnixFileSystemProvider.newFileChannel(UnixFileSystemProvider.java:182) ~[?:?]
Console	: 	at java.nio.channels.FileChannel.open(FileChannel.java:292) ~[?:?]
Console	: 	at java.nio.channels.FileChannel.open(FileChannel.java:345) ~[?:?]
Notice	: Minecraft server has stopped running.
Warning : Known failure. Not attempting to restart server.
Warning : Failure Reason: The server failed to start multiple times, but the reason why is not known. You may have a corrupt server jar. 
Notice	: Server jar hash is e7f9da69-1ce9-1b1e-f29c-4279f5913be7
Notice	: Starting Minecraft Server...
Console	: Loading libraries, please wait...
Console	: 2021-11-07 13:48:29,863 main ERROR Cannot access RandomAccessFile java.io.FileNotFoundException: logs/latest.log (Permission denied) java.io.FileNotFoundException: logs/latest.log (Permission denied)
Console	: 	at java.base/java.io.RandomAccessFile.open0(Native Method)
Console	: 	at java.base/java.io.RandomAccessFile.open(RandomAccessFile.java:343)
Console	: 	at java.base/java.io.RandomAccessFile.<init>(RandomAccessFile.java:258)
Console	: 	at java.base/java.io.RandomAccessFile.<init>(RandomAccessFile.java:213)
Console	: 	at java.base/java.io.RandomAccessFile.<init>(RandomAccessFile.java:127)
Console	: 	at org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$RollingRandomAccessFileManagerFactory.createManager(RollingRandomAccessFileManager.java:223)
Console	: 	at org.apache.logging.log4j.core.appender.rolling.RollingRandomAccessFileManager$RollingRandomAccessFileManagerFactory.createManager(RollingRandomAccessFileManager.java:195)
Console	: 	at org.apache.logging.log4j.core.appender.AbstractManager.getManager(AbstractManager.java:113)
